"site","record_type","year","month","day","running_day_of_project","julian_day","pH_air_eqll","anc_ueq_L","spec_conductance_us_cm","apparent_color_pcu","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","Cl_ueq_L","NO3_ueq_L","SO4_ueq_L","Si_mg_L","NH4_ueq_L","Al_ppb","volume_mL","vol_converted_to_depth_mm","belfort_gage_depth_mm","comment","campbell_depth_in","total_P_ppb","total_N_ppm"
"AEREA","REG",1997,1,21,4039,21,4.49,-38.5,20.9,14,4,5.8,1,28.3,36,14.6,29,0,6.1,,1147.2,16.9,18.288,,,,
"AEREA","REG",1997,1,28,4046,28,4.93,-14.4,10.6,2,3,6.6,1.3,23.9,32,5.7,15,0,2.8,,2928.6,43.14,49.784,,,,
"AEREA","REG",1997,2,4,4053,35,4.29,,27.9,,6.5,4.1,1.8,12.6,17,35.9,34,0,12.7,,639.2,9.42,8.128,,,,
"AEREA","REG",1997,2,11,4060,42,4.88,-16,7.4,9,2,0.8,0.5,3.9,9,3.4,14,0,1.7,,1176,17.32,16.002,,,,
"AERCA","REG",1997,2,18,4067,49,4.84,-17.7,12.7,70,6,6.6,1.5,27,33,12.5,17,0,3.3,,687,10.12,11.176,,,,
"AEREA","REG",1997,2,18,4067,49,4.98,-11.1,8.6,8,7.5,5.8,1,18.7,27,9.1,12,0,2.8,,583.8,8.6,8.128,,,,
"AERCA","REG",1997,2,25,4074,56,4.02,-109.7,55.5,37,18.5,9,2,28.3,34,80.3,72,0,38.8,,842.3,12.41,13.97,,,,
"AEREA","REG",1997,2,25,4074,56,3.97,-124.1,66.6,22,22.5,12.3,2.8,44.8,48,101,83,0,42.1,,722.1,10.64,11.43,,,,
"AERCA","REG",1997,3,4,4081,63,4.07,-93.6,45.4,19,6.5,4.1,1,12.6,9,43.1,78,0,23.8,,712,10.49,12.7,,,,
"AEREA","REG",1997,3,4,4081,63,4.17,-75.9,35,3,3,3.3,0.8,7.4,10,31.6,52,0,13.9,,710.3,10.46,10.16,,,,
"AEREA","REG",1997,3,11,4088,70,4.66,-25,11.3,9,2,1.6,0.3,3.9,6,14.2,12,0,2.8,,2062,30.37,38.862,,,,
"AEREA","REG",1997,3,18,4095,77,5.1,-9.5,4.7,2,1,0.8,0.5,1.7,3,4.7,8,0,0.6,,1847.9,27.22,26.416,,,,
"AERCA","REG",1997,3,25,4102,84,4.11,-82.9,46.1,31,12,9.9,2,38.3,31,73.6,51,0,18.8,,506,7.45,10.16,,,,
"AEREA","REG",1997,3,25,4102,84,4.21,-67.1,33.2,29,4.5,3.3,1,13.5,18,48.4,29,0,13.9,,556.1,8.19,9.906,,,,
"AERCA","REG",1997,4,8,4116,98,4.43,-41.9,18.5,5,2,1.6,0.5,5.2,8,12.9,17,0,6.1,,1133.8,16.7,47.244,,,,
"AEREA","REG",1997,4,8,4116,98,4.63,-25.4,12.5,2,3.5,1.6,0.8,5.2,7,16.9,29,0,12.2,,2385.1,35.13,40.64,,,,
"AEREA","REG",1997,4,15,4123,105,4.68,-24.3,11,5,2,0,0.3,1.3,3,13.5,15,0,8.3,,1191.8,17.55,16.51,,,,
"AEREA","REG",1997,4,29,4137,119,4.42,-46.9,20.8,7,3,1.6,0.3,5.2,10,24.2,29,0,10,,2413.7,35.55,33.782,,,,
"AEREA","REG",1997,5,13,4151,133,4.59,-34.2,18.9,10,4,3.3,0.3,8.7,15,18,34,0,17.7,,2339.1,34.45,50.8,,,,
"AEREA","REG",1997,5,27,4165,147,4.7,-19,10,4,2.5,0.8,0,0.4,3,9.5,19,0,8.3,,3391.8,49.96,50.8,,,,
"AEREA","REG",1997,6,24,4193,175,4.41,-48.6,23.6,15,12,3.3,1.5,0.9,11,26.1,44,0,27.1,,3912.3,57.63,54.864,,,,
"AEREA","REG",1997,7,8,4207,189,4.69,-22.7,11.2,6,4,1.6,0.5,5.7,7,10.8,20,0.36,7.8,,4721.4,69.54,71.12,,,,
"AEREA","REG",1997,7,22,4221,203,3.99,-120,51,6,13,2.5,0.8,3.9,12,43,91,0,27.7,,2237.6,32.96,32.766,,,,
"AEREA","REG",1997,8,19,4249,231,4.35,-46,21,4,4,1.6,1,6.5,7,16,40,0,10,,2267.5,33.4,33.528,,,,
"AEREA","REG",1997,9,4,4265,247,4.33,-51.5,23,5,4.5,2.5,0.5,4.4,7,23,40,0,7.8,,4652.3,68.53,73.914,,,,
"AEREA","REG",1997,9,16,4277,259,4.33,-51.2,23.5,2,9,1.6,1,5.2,9,15,52,0.71,12.2,,1500,22.09,27.178,,,,
"AEREA","REG",1997,9,23,4284,266,4.2,-67.8,29.8,4,4,3.3,0.8,3,6,25.7,56,0,15.5,,1074.3,15.82,14.732,,,,
"AEREA","REG",1997,9,30,4291,273,4.63,-26.4,14.7,5,18,7.4,3.1,24.4,30,10.1,25,0,0,,950,13.99,13.97,,,,
"AEREA","REG",1997,10,16,4307,289,4.14,-92.6,,,8.5,0,1.3,11.7,15,35.3,78,0.36,21.6,,226.3,3.33,4.064,,,,
"AEREA","REG",1997,10,28,4319,301,5.26,20.6,7.7,36,25,9.9,20.7,7.8,11,7.4,15,0,6.6,,912.6,13.44,13.716,,,,
"AEREA","REG",1997,11,4,4326,308,5.02,-10.5,7.2,2,3.5,2.5,0.8,13.5,15,4.9,12,0,2.8,,3171.1,46.71,48.26,,,,
"AEREA","REG",1997,11,11,4333,315,5.01,-11.1,4.9,,3,3.3,0.3,2.6,4,5,8,0,1.7,,1400.8,20.63,18.288,,,,
"AEREA","REG",1997,11,18,4340,322,5.13,-7.4,5.7,29,8.5,0.8,1.8,6.5,18,5.3,4,0,5.5,,580,8.54,12.7,,,,
"AEREA","REG",1997,11,25,4347,329,4.61,-27.7,14,8,4.5,3.3,1.3,14.8,19,17.3,16,0,3.9,,1402.6,20.66,20.066,,,,
"AEREA","REG",1997,12,9,4361,343,4.37,-47.5,21.9,2,3,0,0.5,1.3,5,36.7,24,0,12.2,,3584.7,52.8,61.214,,,,
"AEREA","REG",1997,12,16,4368,350,,,,,,,,,16,45.9,34,,,,56.3,0.83,2.286,,,,
"AEREA","REG",1997,12,30,4382,364,4.81,-18.2,10,3,3,3.3,0.5,13.9,13,11.3,13,0,0,,2723.2,40.11,40.132,,,,
"AEREA","REG",1998,1,21,4404,21,4.67,-25.8,16,6,3.5,5.8,1.5,35.7,38,8.3,24,0,2.2,,1053.6,15.52,17.272,,,,
"AEREA","REG",1998,1,28,4411,28,5.34,-5.3,2.6,1,1,0,0.5,1.7,2,2.3,2,0,0.6,,4148.5,61.11,67.818,,,,
"AEREA","REG",1998,2,18,4432,49,5.03,-10.5,9.4,3,4.5,5.8,1,31.3,34,5,12,0,0,,2283.6,33.64,36.068,,,,
"AEREA","REG",1998,3,3,4445,62,4.9,-13.8,6.8,5,3,0,0.3,2.6,4,3.8,13,0,3.3,,5240.7,77.19,76.454,,,,
"AEREA","REG",1998,3,10,4452,69,4.94,-11.6,7.5,2,3,3.3,0.3,14.4,19,5.3,10,0.71,2.2,,5928.5,87.33,93.726,,,,
"AEREA","REG",1998,3,16,4458,75,4.58,-29.3,20,8,8,9,1.8,42.6,49,22.3,26,1.42,5.5,,542,7.98,13.208,,,,
"AEREA","REG",1998,3,25,4467,84,4.65,-25.2,12,6,2.5,0,0.5,4.8,5,12.1,18,1.42,4.4,,1353,19.93,26.924,,,,
"AEREA","REG",1998,4,22,4495,112,4.65,-22.4,13,7,5,1.6,0.8,3.5,6,13.5,22,0,13.3,,2802.4,41.28,42.672,,,,
"AEREA","REG",1998,4,28,4501,118,4.75,-19.3,,3,2.5,1.6,0.8,5.2,8,7.3,18,1.42,4.4,,1593.8,23.48,22.606,,,,
"AEREA","REG",1998,5,5,4508,125,4.8,-17.3,9.9,5,6,2.5,1.3,7.4,11,11.6,19,1.07,12.7,,1277.8,18.82,14.478,,,,
"AEREA","REG",1998,5,12,4515,132,4.94,-12.8,7.9,4,3,3.3,1,10,13,7.5,14,1.07,6.1,,2172,31.99,31.242,,,,
"AEREA","REG",1998,5,27,4530,147,4.83,-17,8.2,4,2,0.8,0.3,0.9,2,8,14,1.07,5.5,,3641.1,53.63,55.88,,,,
"AEREA","REG",1998,6,2,4536,153,4.17,-77.7,41.5,19,15,6.6,1.8,8.3,14,53.9,91,1.07,51,,633.7,9.33,9.144,,,,
"AEREA","REG",1998,6,9,4543,160,4.38,-45,23.4,9,6,4.1,0.8,7.8,14,22,48,1.07,19.9,,761.1,11.21,11.43,,,,
"AEREA","REG",1998,6,16,4550,167,5.1,-8.3,7.1,3,0.5,4.1,1,17.8,23,4.3,9,0,2.2,,5801,85.45,91.186,,,,
"AEREA","REG",1998,6,23,4557,174,3.92,-136.9,53.4,6,4.5,1.6,0.8,3.5,11,59.1,98,3.2,23.8,,864,12.73,13.208,,,,
"AEREA","REG",1998,6,30,4564,181,4.33,-48.7,22.7,6,3,0.8,0.5,2.2,5,18.5,42,0,13.9,,2629,38.72,38.862,,,,
"AEREA","REG",1998,7,7,4571,188,4.34,-53.8,25,10,12,1.6,1.8,3.9,,,,0,11.6,,964.4,14.21,13.462,,,,
"AEREA","REG",1998,7,14,4578,195,4.74,-20.5,11,9,5.5,0.8,2,7.4,10,11.2,16,1.07,6.1,,475.4,7,0,,,,
"AEREA","REG",1998,7,21,4585,202,3.98,-120.8,53,14,8,1.6,0.8,3.5,9,44.2,100,1.07,32.1,,1255.2,18.49,0,,,,
"AERCA","REG",1998,7,28,4592,209,4.41,-44.8,21,8,4,1.6,1.3,3.9,6,13.9,45,1.07,16.1,,1133.4,16.69,0,,,,
"AEREA","REG",1998,7,28,4592,209,4.41,-45.4,20,6,5,1.6,0.8,3.9,5,13.1,45,1.07,15,,1008,14.85,16.51,,,,
"AERCA","REG",1998,8,4,4599,216,4.02,-100.8,51,8,11.5,6.6,1.3,14.4,21,47.8,93,1.42,35.5,,828.9,12.21,0,,,,
"AEREA","REG",1998,8,4,4599,216,4.02,-106.6,51,8,9.5,6.6,1,14.4,18,48.3,98,0.36,33.2,,935.5,13.78,14.478,,,,
"AERCA","REG",1998,8,18,4613,230,4.55,-32,16,4,13,3.3,0.5,3.9,22,15.8,17,0,1.7,,1029.5,15.16,0,,,,
"AEREA","REG",1998,8,18,4613,230,4.55,-32.3,19,3,30.4,4.1,0.5,6.1,51,14.9,15,0,2.8,,1036.9,15.27,10.668,,,,
"AERCA","REG",1998,8,26,4621,238,4.4,-44.5,22,3,4.5,0.8,0.8,2.2,,,,0,21.1,,471,6.94,0,,,,
"AEREA","REG",1998,8,26,4621,238,4.48,-37,18,4,4,0.8,0.5,1.7,4,21.9,44,0.71,16.6,,521.4,7.68,7.62,,,,
"AERCA","REG",1998,9,1,4627,244,5.13,5.4,5.3,3,3.5,0,0.5,3,2,3.2,8,0,4.4,,1190.4,17.53,0,,,,
"AEREA","REG",1998,9,1,4627,244,5.25,3.7,3.7,3,3,0,0,2.6,4,4.3,5,0.36,2.8,,1161,17.1,18.034,,,,
"AERCA","REG",1998,9,8,4634,251,4.4,-33.7,20,13,7.5,1.6,1,1.7,,,,0,28.3,,1198.4,17.65,0,,,,
"AEREA","REG",1998,9,8,4634,251,4.46,-31.1,18,16,6.5,0.8,0.8,1.3,3,14.8,40,0,26,,1270.7,18.72,18.796,,,,
"AERCA","REG",1998,9,15,4641,258,4.13,-70.9,42,6,16.5,4.1,1.3,3,,,,0.36,44.3,,540.1,7.96,0,,,,
"AEREA","REG",1998,9,15,4641,258,4.09,-86.8,45,9,19.5,4.9,2,5.2,10,52.3,84,1.42,46,,497.5,7.33,6.858,,,,
"AERCA","REG",1998,9,23,4649,266,4.11,-70.6,,4,11,2.5,1.5,3.5,41,31.4,69,0.71,23.3,,479.1,7.06,0,,,,
"AEREA","REG",1998,9,23,4649,266,4.23,-63,,4,8.5,1.6,1.3,2.6,13,26.8,61,1.07,17.7,,483.5,7.12,7.112,,,,
"AERCA","REG",1998,9,29,4655,272,4.14,-77.1,,5,6,1.6,1.3,0,10,41,72,0.71,36,,604.5,8.9,0,,,,
"AEREA","REG",1998,9,29,4655,272,4.14,-81.3,,10,5.5,0.8,0.5,0,9,40.1,70,0.71,34.3,,571.1,8.41,10.16,,,,
"AERCA","REG",1998,10,6,4662,279,4.3,-54.3,37,3,23.5,12.3,12.3,10.4,17,36.6,67,1.78,12.2,,1785.8,26.3,0,,,,
"AEREA","REG",1998,10,6,4662,279,4.13,-83,37,10,3.5,2.5,0.5,7,13,37.3,68,1.78,24.4,,1809.4,26.65,27.686,,,,
"AERCA","REG",1998,10,13,4669,286,4.95,-11,6.4,3,2,0.8,1,1.7,5,5.1,8,1.78,2.8,,0,0,0,,,,
"AEREA","REG",1998,10,13,4669,286,5.32,5,4.7,5,3.5,2.5,4.6,2.2,5,3.7,7,1.78,2.2,,3545.6,52.23,0,,,,
"AERCA","REG",1998,10,20,4676,293,5.09,3.7,11,7,2.5,1.6,2.6,2.2,3,3.4,12,0,2.2,,3136.6,46.2,0,,,,
"AEREA","REG",1998,10,20,4676,293,5.05,-16.4,7.3,2,2.5,2.5,3.8,2.6,3,3.6,13,1.07,3.3,,2979,43.88,45.466,,,,
"AERCA","REG",1998,11,3,4690,307,4.56,,14,2,2,4.1,2.3,2.2,5,17.8,30,2.49,9.4,,2419.1,35.63,0,,,,
"AEREA","REG",1998,11,3,4690,307,4.47,,18,1,0,0.8,0,1.7,5,19,31,2.49,9.4,,2265,33.36,34.036,,,,
"AERCA","REG",1998,11,17,4704,321,,-30,18,3,1.5,4.1,0.5,16.1,18,14,33,0.36,8.9,,2659.8,39.18,0,,,,
"AEREA","REG",1998,11,17,4704,321,,-28.1,16,4,2,4.1,0.5,15.7,18,12.7,30,0.36,7.8,,2690.6,39.63,17.78,,,,
"AERCA","REG",1998,11,24,4711,328,4.06,-87.8,43,4,5,2.5,0.5,5.2,13,45.1,59,0.36,16.1,,486.7,7.17,0,,,,
"AEREA","REG",1998,11,24,4711,328,4.2,-64.3,32,4,2.5,2.5,0.3,7,12,31.2,41,0.36,11.1,,634.4,9.34,12.192,,,,
"AERCA","REG",1998,12,1,4718,335,4.55,-26.6,18,4,2.5,6.6,0.5,33.5,34,15,24,0.36,3.9,,1550.8,22.84,0,,,,
"AEREA","REG",1998,12,1,4718,335,4.78,-17.3,14,3,2.5,7.4,4.1,32.6,33,12,18,0.36,2.8,,1266.5,18.66,22.86,,,,
"AERCA","REG",1998,12,8,4725,342,3.81,-180,88.9,,,,,,,,,,,,153.5,2.26,0,,,,
"AEREA","REG",1998,12,8,4725,342,3.81,-180,88.9,,12,4.9,1.8,19.1,29,3,130,0.36,53.2,,230.5,3.4,4.572,,,,
"AEREA","REG",1998,12,15,4732,349,,,,,,,,,16,25.2,13,,,,69.5,1.02,1.524,,,,
"AERCA","REG",1999,1,5,4753,5,,-10.6,5.3,6,3,0.8,0.3,6.1,8,6.3,9,2.13,1.7,,2774.3,40.86,0,,,,
"AEREA","REG",1999,1,5,4753,5,,-11.2,5.4,7,4.5,0.8,0.8,6.5,9,7.1,8,2.13,1.7,,2648.1,39.01,,,,,
"AERCA","REG",1999,1,12,4760,12,4.54,-33.8,15,7,2.5,2.5,0.5,16.5,20,21.3,18,2.85,3.9,,2560.4,37.71,0,,,,
"AEREA","REG",1999,1,12,4760,12,4.49,-37.3,17,4,2.5,4.1,0.5,23.5,28,20.4,23,2.85,3.9,,2290.4,33.74,34.798,,,,
"AERCA","REG",1999,1,20,4768,20,4.64,-24.6,17,6,4,9.9,1,42.6,49,12.5,26,1.78,5.5,,6325.3,93.17,0,,,,
"AEREA","REG",1999,1,20,4768,20,4.62,-31.9,18,4,3.5,9.9,1,45.2,49,14.9,24,1.78,4.4,,5705.9,84.05,91.44,,,,
"AERCA","REG",1999,1,26,4774,26,4.55,-25.5,15,4,2.5,5.8,1,28.7,31,9.6,25,1.07,6.6,,0,0,0,,,,
"AEREA","REG",1999,1,26,4774,26,4.7,-19.7,14,4,3,9,1,40.5,49,8.7,18,1.78,3.9,,1631.8,24.04,25.908,,,,
"AERCA","REG",1999,2,3,4782,34,5.16,-7.9,8.6,4,2,6.6,0.5,30.5,33,3.2,13,0.71,2.2,,4052,59.68,0,,,,
"AEREA","REG",1999,2,3,4782,34,5.18,-11.1,7.3,3,1.5,4.9,0.5,24.4,29,3.3,8,0.71,1.7,,3178.8,46.82,45.72,,,,
"AERCA","REG",1999,2,16,4795,47,4.46,-38.4,21,5,3.5,7.4,0.5,30,38,15.6,37,0.36,10,,660.7,9.73,0,,,,
"AEREA","REG",1999,2,16,4795,47,4.3,-56.4,34,6,7.5,14,1.8,60,64,31,66,0.71,17.2,,563.5,8.3,10.668,,,,
"AERCA","REG",1999,2,23,4802,54,4.7,-24.9,20,7,4,3.3,0.5,11.3,18,10.9,28,1.07,10,,1319.1,19.43,0,,,,
"AEREA","REG",1999,2,23,4802,54,4.72,-31.4,14,6,3.5,2.5,0.5,10.9,18,10.1,28,0.71,8.3,,1337.7,19.7,23.876,,,,
"AERCA","REG",1999,3,2,4809,61,4.63,-29.9,22,4,5,15.6,1.8,68.3,78,9.1,39,1.07,8.9,,4415.9,65.04,0,,,,
"AEREA","REG",1999,3,2,4809,61,4.59,-33.1,25,4,6,18.9,2,80.5,82,9,37,1.07,8.9,,3338.2,49.17,59.436,,,,
"AERCA","REG",1999,3,9,4816,68,4.71,-27.7,24,5,5.5,21.4,2,89.2,98,12,27,0.36,6.6,,1679.8,24.74,0,,,,
"AEREA","REG",1999,3,9,4816,68,4.77,-24.5,22,7,5,19.7,1.8,79.6,83,11,26,0.36,5.5,,1507.1,22.2,34.29,,,,
"AERCA","REG",1999,3,17,4824,76,4.94,-16.7,5.5,,3,0.8,0.5,3.9,8,3.4,11,0,0,,2995.9,44.13,0,,,,
"AEREA","REG",1999,3,17,4824,76,4.95,-14.4,6.7,3,3,3.3,0.8,14.8,14,5,11,0,1.7,,3286.6,48.41,67.31,,,,
"AERCA","REG",1999,3,23,4830,82,4.35,-53.4,34,11,13.5,17.3,2,61.8,68,35,47,0,22.2,,2015.4,29.69,0,,,,
"AEREA","REG",1999,3,23,4830,82,4.28,-64,39,11,16.5,18.1,2.3,64.4,72,42,53,0,24.9,,1722.9,25.38,27.94,,,,
"AERCA","REG",1999,3,30,4837,89,4.58,-35.4,14,3,1.5,1.6,0.5,3.5,7,19,41,0,9.4,,11388.6,167.75,0,,,,
"AEREA","REG",1999,3,30,4837,89,4.47,-44.9,19,3,4,2.5,0.8,4.8,6,19,40,1.07,13.3,,1039.3,15.31,19.558,,,,
"AERCA","REG",1999,4,6,4844,96,4.17,-96,46,6,8,4.1,1.8,15.2,35,61,72,0,45.4,,458.7,6.76,0,,,,
"AEREA","REG",1999,4,6,4844,96,4.04,-130.8,71,,36.4,13.2,2.3,23.1,23,120,160,0.36,88.6,,283.1,4.17,5.842,,,,
"AERCA","REG",1999,5,3,4871,123,4.14,-98.21,,,21.5,10.7,1.3,13.1,16,73,82,1.78,38.2,,585.9,8.63,0,,,,
"AEREA","REG",1999,5,3,4871,123,4.62,-39.28,,,9.5,4.9,1.5,5.2,6,17,34,1.78,13.9,,402.8,5.93,4.318,,,,
"AERCA","REG",1999,5,11,4879,131,4.96,-11.9,7.9,10,2.5,1.6,2,5.7,7,12,14,2.13,8.9,,0,0,0,,,,
"AEREA","REG",1999,5,11,4879,131,4.89,-16.2,20,22,25.9,10.7,10.2,32.6,15,30,75,2.49,21.1,,613.9,9.04,0,,,,
"AERCA","REG",1999,5,25,4893,145,4.67,-24.99,2.5,3,1,1.6,2,7.8,10,11,23,2.49,7.8,,3292,48.49,0,,,,
"AEREA","REG",1999,5,25,4893,145,4.68,-25.12,12,3,1,1.6,1.3,8.3,9,11,23,2.49,7.8,,3054.4,44.99,41.402,,,,
"AERCA","REG",1999,6,1,4900,152,4.16,-89.1,,,21,7.4,3.6,7.4,12,58,78,,,,150.4,2.22,0,,,,
"AEREA","REG",1999,6,1,4900,152,4.2,-73.9,,,17,5.8,3.1,5.7,11,50,62,,,,198.7,2.93,5.588,,,,
"AERCA","REG",1999,6,8,4907,159,4.58,-31.2,19,15,10,0,6.6,12.2,13,30,34,3.2,19.9,,618.3,9.11,0,,,,
"AEREA","REG",1999,6,8,4907,159,4.5,-37.4,28,27,25,16.5,12.8,36.1,21,49,64,1.42,0,,581.6,8.57,10.414,,,,
"AERCA","REG",1999,6,16,4915,167,4.53,-37.6,18,8,5.5,0,0,7.4,8,18,34,2.13,13.9,,949.5,13.99,0,,,,
"AEREA","REG",1999,6,16,4915,167,4.52,-39.2,18,8,5,0,0,9.6,10,18,34,2.13,10.5,,890.4,13.12,11.43,,,,
"AERCA","REG",1999,6,29,4928,180,4.65,-38.6,19,6,,,,,6,23,32,2.13,21.6,,1088.1,16.03,0,,,,
"AEREA","REG",1999,6,29,4928,180,4.29,-88,46,10,,,,,12,64,110,2.13,52.6,,869.2,12.8,22.86,,,,
"AERCA","REG",1999,7,6,4935,187,4.76,-35.5,16,9,2.5,4.1,1.5,13.1,14,20,30,2.13,13.3,,1389.1,20.46,0,,,,
"AEREA","REG",1999,7,6,4935,187,4.77,-35.5,13,5,0,0,0,6.5,7,15,22,2.13,8.9,,1084.6,15.98,20.066,,,,
"AERCA","REG",1999,7,14,4943,195,4.6,-40.9,21,4,0,0,1.3,2.6,6,20,35,1.78,12.2,,1808.4,26.64,0,,,,
"AEREA","REG",1999,7,14,4943,195,4.64,-42.4,26,10,8.5,4.1,2.6,13.5,8,28,61,1.78,8.9,,1620.6,23.87,27.94,,,,
"AERCA","REG",1999,8,10,4970,222,4.59,-36.4,,5,0,0,0,2.2,4,10,32,1.78,10,,4582.2,67.49,0,,,,
"AEREA","REG",1999,8,10,4970,222,4.52,-42.5,,4,0,0,0,2.2,4,9.6,33,1.78,11.6,,4135.9,60.92,66.04,,,,
"AERCA","REG",1999,8,18,4978,230,4.3,-71.7,40,15,7,5.8,3.8,24.8,26,58,65,1.78,27.7,,504.4,7.43,0,,,,
"AEREA","REG",1999,8,18,4978,230,4.48,-55.5,24,5,4.5,4.1,0,17,20,38,26,1.78,13.9,,322.5,4.75,6.604,,,,
"AERCA","REG",1999,9,14,5005,257,4.94,-14,7.3,6,4,0,0,13.9,15,5.5,12,1.07,2.2,,2484.6,36.6,0,,,,
"AEREA","REG",1999,9,14,5005,257,4.78,-8.3,17,9,13,10.7,3.8,36.5,25,11,58,1.42,17.2,,1827.4,26.92,35.306,,,,
"AERCA","REG",1999,9,21,5012,264,4.77,-21.2,10,2,0,5.8,1.3,25.2,27,6.6,13,1.42,3.3,,6698.4,98.67,0,,,,
"AEREA","REG",1999,9,21,5012,264,4.72,-22.5,12,2,0,6.6,1.3,29.1,34,7.4,14,1.42,3.9,,6286.5,92.6,88.392,,,,
"AERCA","REG",1999,9,29,5020,272,5.05,-13.2,4.2,2,8.5,0,0,0,3,6.9,8,2.13,2.8,,4394.5,64.73,0,,,,
"AEREA","REG",1999,9,29,5020,272,4.83,-19.7,6.8,3,5.5,0,0,2.2,4,9,11,2.13,3.3,,3890.9,57.31,63.5,,,,
"AERCA","REG",1999,10,5,5026,278,4.39,-45.8,29.2,35,3.5,0,0.5,0,28,22,49,2.13,12.7,,1113.4,16.4,0,,,,
"AEREA","REG",1999,10,5,5026,278,4.25,-59.8,23.5,8,10,6.6,2.3,26.1,29,28,55,2.13,16.1,,1060.7,15.62,10.668,,,,
"AERCA","REG",1999,10,19,5040,292,5.39,-1.9,9.2,28,13.5,11.5,8.2,25.7,33,6.1,20,3.56,3.3,,3168.3,46.67,0,,,,
"AEREA","REG",1999,10,19,5040,292,4.51,-33.2,15.7,4,4,5.8,1.8,22.6,29,9.1,25,3.2,8.3,,2835.9,41.77,46.228,,,,
"AERCA","REG",1999,10,21,5042,294,4.34,-43.9,22.2,8,5.5,5.8,3.1,21.8,30,20,36,3.56,10,,562.9,8.29,0,,,,
"AERCA","REG",1999,10,26,5047,299,5.02,-10.4,7.5,5,0,4.1,2.8,17.4,20,4.9,9,3.2,2.2,,2236.1,32.94,0,,,,
"AEREA","REG",1999,10,26,5047,299,4.75,-15.8,9.8,2,0,4.9,1.3,21.8,25,6.4,12,3.2,2.2,,2010,29.61,29.718,,,,
"AERCA","REG",1999,11,9,5061,313,4.88,-10.4,14,2,0,11.5,1.8,68.7,64,4,16,0,4.4,,3628.4,53.45,0,,,,
"AEREA","REG",1999,11,9,5061,313,4.94,-7.6,9.9,2,0,5.8,1.5,35.2,38,2.7,13,0,3.9,,3082.7,45.41,40.386,,,,
"AERCA","REG",1999,11,16,5068,320,4.13,-62.9,27.4,8,0,0,0,4.8,7,35,37,2.13,16.6,,1858.2,27.37,0,,,,
"AEREA","REG",1999,11,16,5068,320,4.18,-59,32.7,7,4,10.7,2.3,52.2,52,40,45,2.13,16.6,,1714.6,25.26,27.686,,,,
"AERCA","REG",1999,11,23,5075,327,4.73,-16.2,8.9,2,0,0,0,10.9,11,7.9,12,2.13,2.2,,,,0,,,,
"AEREA","REG",1999,11,23,5075,327,4.62,-23.6,15.5,2,4,8.2,1.5,37,32,17,22,2.13,4.4,,1292,19.03,0,,,,
"AERCA","REG",1999,11,30,5082,334,4.56,-27.3,14.3,2,0,5.8,0,27.4,28,9.5,22,2.13,5,,1212,17.85,0,,,,
"AEREA","REG",1999,11,30,5082,334,4.49,-31.1,17.3,4,0,7.4,0,34.8,37,12,25,2.13,4.4,,1325.9,19.53,20.574,,,,
"AERCA","REG",1999,12,9,5091,343,5.05,-8.9,3.6,2,0,0,0.3,1.7,3,2.8,5,0,0.6,,4348.8,64.06,0,,,,
"AEREA","REG",1999,12,9,5091,343,5.03,-9.1,3.6,1,0,0,0.3,1.3,3,3.6,5,0,0.6,,4533.1,66.77,65.786,,,,
"AERCA","REG",1999,12,14,5096,348,4.33,,19.8,6,0,0,0,4.8,7,28,18,0.36,5.5,,2740,40.36,0,,,,
"AEREA","REG",1999,12,14,5096,348,4.29,,22.2,4,3.5,0,0,8.3,8,34,23,0.36,6.6,,2680.8,39.49,37.592,,,,
"AERCA","REG",1999,12,21,5103,355,4.65,,16.6,2,3,6.6,0,30,34,14,17,0,4.4,,1157.4,17.05,0,,,,
"AEREA","REG",1999,12,21,5103,355,4.68,,18.4,10,3,9,1.3,41.8,47,14,20,0,4.4,,1141.9,16.82,14.986,,,,
"AERCA","REG",2000,1,5,5118,5,4.43,,19.5,5,3,0,0,15.7,16,21.2,29,0,13.3,,3246.3,47.82,0,,,,
"AEREA","REG",2000,1,5,5118,5,4.37,,22.5,4,3.5,4.9,0,23.1,27,24.7,33,0,14.4,,3199,47.12,46.99,,,,
"AERCA","REG",2000,1,11,5124,11,4.74,,15.4,3,5,8.2,1.3,37.8,41,14.8,21,1.42,7.8,,1788.2,26.34,0,,,,
"AEREA","REG",2000,1,11,5124,11,4.85,,13.2,3,4.5,7.4,0,35.2,40,9.8,16,1.42,5.5,,1473.8,21.71,0,,,,
"AERCA","REG",2000,1,25,5138,25,5.03,,6.4,4,2.5,0,0,6.1,7,7.6,8,1.42,2.8,,1549.1,22.82,0,,,,
"AEREA","REG",2000,1,25,5138,25,4.8,,9.9,6,3,0,0,7.8,10,13,11,1.78,3.9,,708.2,10.43,36.322,,,,
"AERCA","REG",2000,2,1,5145,32,4.5,,20.8,4,4,15.6,0,67.4,86,12.4,21,0.36,2.2,,2288,33.7,0,,,,
"AEREA","REG",2000,2,1,5145,32,4.45,,27.4,3,6,23,2.3,95.7,123,16.6,28,0.71,2.2,,1996.3,29.4,22.606,,,,
"AERCA","REG",2000,2,22,5166,53,4.44,,20,9,0,0,0,9.1,11,24.2,28,1.42,14.4,,920.6,13.56,0,,,,
